Age	Gender	Ethnic Group Description	Subject Catalog Nbr	Instruction Mode Group	Session	Official Grade	
22	Male	White	ACG2021	3	8	W	
23	Female	White	ACG2021	1	8	A	
30	Female	White	ACG2021	1	8	C	
22	Male	Hispanic/Latino	ACG2021	2	8	B	
25	Male	White	ACG2021	3	8	B	
21	Female	White	ACG2021	3	8	B	
26	Female	Multi-Ethnic	ACG2021	1	8	W	
26	Female	Multi-Ethnic	ACG2021	1	8	A	
44	Female	Hispanic/Latino	ACG2021	1	8	WF	
34	Male	White	ACG2021	1	8	A	
46	Female	White	ACG2021	1	8	B	
22	Male	White	ACG2021	1	8	B	
31	Male	White	ACG2021	2	8	A	
30	Unknown	Not Specified	ACG2021	3	8	F	
30	Unknown	Not Specified	ACG2021	1	8	A	
28	Male	White	ACG2021	1	8	A	
20	Male	White	ACG2021	1	8	B	
31	Female	White	ACG2021	1	8	B	
33	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	3	8	A	
22	Male	White	ACG2021	1	8	B	
20	Female	White	ACG2021	1	8	A	
22	Female	Asian	ACG2021	1	8	B	
21	Female	White	ACG2021	1	8	B	
23	Female	White	ACG2021	3	8	A	
27	Female	Asian	ACG2021	2	8	F	
22	Female	Hispanic/Latino	ACG2021	3	8	F	
22	Female	Hispanic/Latino	ACG2021	2	8	C	
27	Male	White	ACG2021	2	8	A	
58	Male	White	ACG2021	1	8	B	
22	Female	Hispanic/Latino	ACG2021	1	8	A	
24	Male	White	ACG2021	1	8	B	
37	Female	White	ACG2021	1	8	A	
39	Female	White	ACG2021	1	8	A	
22	Female	Hispanic/Latino	ACG2021	2	8	A	
20	Female	Multi-Ethnic	ACG2021	1	8	A	
46	Female	White	ACG2021	1	8	A	
22	Female	White	ACG2021	1	8	B	
42	Female	Black/African American	ACG2021	1	8	F	
40	Female	Black/African American	ACG2021	1	8	B	
19	Male	White	ACG2021	1	8	A	
35	Female	White	ACG2021	3	8	A	
21	Unknown	White	ACG2021	1	8	D	
27	Male	White	ACG2021	3	8	F	
22	Female	White	ACG2021	1	8	A	
46	Female	White	ACG2021	1	8	B	
22	Female	Hispanic/Latino	ACG2021	2	8	C	
31	Male	White	ACG2021	1	8	B	
22	Male	Hispanic/Latino	ACG2021	1	8	B	
22	Male	White	ACG2021	3	8	C	
22	Male	Hispanic/Latino	ACG2021	2	8	C	
27	Male	Black/African American	ACG2021	1	8	F	
27	Male	Black/African American	ACG2021	3	8	F	
43	Female	Black/African American	ACG2021	1	8	F	
20	Male	White	ACG2021	2	8	A	
21	Male	White	ACG2021	1	8	A	
21	Female	White	ACG2021	3	8	A	
53	Female	White	ACG2021	3	8	W	
26	Female	White	ACG2021	1	8	A	
26	Female	Black/African American	ACG2021	1	8	WF	
25	Female	White	ACG2021	1	8	C	
29	Unknown	Black/African American	ACG2021	1	8	W	
36	Female	White	ACG2021	1	8	C	
37	Female	White	ACG2021	1	8	W	
22	Female	Hispanic/Latino	ACG2021	2	8	D	
46	Male	White	ACG2021	1	8	A	
31	Male	Black/African American	ACG2021	1	8	F	
32	Male	White	ACG2021	1	8	A	
50	Female	Black/African American	ACG2021	1	8	D	
41	Female	White	ACG2021	1	8	A	
22	Female	Asian	ACG2021	3	8	B	
35	Female	Not Specified	ACG2021	1	8	B	
32	Female	White	ACG2021	3	8	A	
45	Female	Not Specified	ACG2021	1	8	C	
35	Male	White	ACG2021	1	8	A	
29	Female	Not Specified	ACG2021	2	8	A	
39	Female	White	ACG2021	1	8	A	
22	Female	Asian	ACG2021	3	8	A	
23	Female	Asian	ACG2021	1	8	B	
39	Male	White	ACG2021	1	8	D	
34	Female	Black/African American	ACG2021	1	8	F	
34	Male	White	ACG2021	3	8	B	
34	Female	White	ACG2021	1	8	B	
23	Female	White	ACG2021	1	8	A	
23	Male	Hispanic/Latino	ACG2021	2	8	C	
22	Male	Asian	ACG2021	2	8	B	
31	Male	Hispanic/Latino	ACG2021	1	8	WF	
23	Male	White	ACG2021	2	8	C	
22	Male	Asian	ACG2021	3	8	A	
24	Female	White	ACG2021	2	8	A	
22	Male	White	ACG2021	1	8	A	
21	Female	White	ACG2021	2	8	C	
22	Male	White	ACG2021	2	8	C	
24	Male	White	ACG2021	3	8	B	
22	Male	White	ACG2021	2	8	B	
30	Female	White	ACG2021	1	8	C	
24	Male	White	ACG2021	2	8	A	
22	Female	Multi-Ethnic	ACG2021	1	8	W	
22	Male	White	ACG2021	1	8	A	
23	Female	Hispanic/Latino	ACG2021	3	8	F	
24	Male	White	ACG2021	1	8	B	
23	Male	White	ACG2021	2	8	A	
22	Male	White	ACG2021	3	8	C	
23	Unknown	White	ACG2021	1	8	A	
54	Female	Black/African American	ACG2021	1	8	B	
25	Male	White	ACG2021	1	8	A	
31	Female	White	ACG2021	1	8	F	
31	Female	White	ACG2021	2	8	C	
34	Male	Multi-Ethnic	ACG2021	3	8	C	
39	Male	White	ACG2021	2	8	B	
27	Female	White	ACG2021	1	8	B	
33	Male	Hispanic/Latino	ACG2021	2	8	WF	
51	Female	White	ACG2021	3	8	C	
28	Male	White	ACG2021	1	8	WF	
28	Male	White	ACG2021	3	8	F	
20	Female	Black/African American	ACG2021	2	8	F	
20	Female	Black/African American	ACG2021	2	8	F	
33	Male	Black/African American	ACG2021	1	8	W	
27	Male	White	ACG2021	3	8	W	
27	Male	White	ACG2021	2	8	B	
22	Female	White	ACG2021	3	8	A	
21	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	8	A	
23	Male	White	ACG2021	1	8	WF	
59	Male	White	ACG2021	1	8	A	
19	Female	Multi-Ethnic	ACG2021	3	8	F	
32	Female	White	ACG2021	1	8	A	
36	Female	White	ACG2021	1	8	A	
22	Female	Hispanic/Latino	ACG2021	3	8	A	
21	Female	White	ACG2021	1	8	B	
61	Male	White	ACG2021	3	8	B	
20	Female	Black/African American	ACG2021	1	8	A	
34	Female	Black/African American	ACG2021	2	8	C	
57	Male	White	ACG2021	3	8	WF	
42	Female	Asian	ACG2021	3	8	A	
46	Female	White	ACG2021	1	8	A	
30	Male	Asian	ACG2021	1	8	C	
63	Female	White	ACG2021	1	8	B	
38	Male	Black/African American	ACG2021	1	8	B	
50	Male	White	ACG2021	2	8	A	
25	Female	White	ACG2021	1	8	B	
27	Female	Black/African American	ACG2021	1	8	W	
22	Female	White	ACG2021	3	8	F	
31	Male	Hispanic/Latino	ACG2021	3	8	C	
29	Male	White	ACG2021	1	8	B	
33	Male	White	ACG2021	1	8	B	
37	Male	Hispanic/Latino	ACG2021	2	8	A	
28	Male	White	ACG2021	1	8	F	
48	Female	White	ACG2021	1	8	B	
42	Female	Black/African American	ACG2021	1	8	WF	
42	Female	Black/African American	ACG2021	1	8	D	
29	Female	White	ACG2021	1	8	A	
25	Female	Hispanic/Latino	ACG2021	1	8	W	
32	Female	White	ACG2021	1	8	A	
22	Female	Black/African American	ACG2021	1	8	D	
42	Male	White	ACG2021	3	8	F	
21	Male	White	ACG2021	3	8	A	
20	Male	White	ACG2021	3	8	D	
23	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	2	8	C	
20	Female	Multi-Ethnic	ACG2021	1	8	A	
47	Male	Not Specified	ACG2021	1	8	F	
22	Male	White	ACG2021	3	8	W	
22	Male	White	ACG2021	3	8	A	
20	Female	White	ACG2021	2	8	C	
30	Male	Black/African American	ACG2021	2	8	B	
20	Male	Hispanic/Latino	ACG2021	2	8	B	
22	Male	White	ACG2021	2	8	C	
23	Male	White	ACG2021	1	8	W	
57	Unknown	White	ACG2021	1	8	B	
43	Female	White	ACG2021	1	8	C	
47	Male	White	ACG2021	1	8	C	
26	Male	White	ACG2021	1	8	B	
20	Female	White	ACG2021	3	8	B	
20	Female	Not Specified	ACG2021	3	8	C	
23	Female	White	ACG2021	1	8	B	
23	Male	White	ACG2021	3	8	A	
36	Female	White	ACG2021	1	8	W	
54	Male	White	ACG2021	1	8	F	
38	Female	White	ACG2021	1	8	B	
20	Female		ACG2021	1	8	C	
23	Female	White	ACG2021	2	8	A	
60	Male	White	ACG2021	3	8	F	
60	Male	White	ACG2021	3	8	A	
25	Male	White	ACG2021	3	8	B	
22	Male	Hispanic/Latino	ACG2021	3	8	F	
31	Male	Hispanic/Latino	ACG2021	1	8	F	
33	Female	Hispanic/Latino	ACG2021	1	8	B	
23	Unknown	Not Specified	ACG2021	2	8	A	
30	Male	Multi-Ethnic	ACG2021	2	8	W	
39	Male	White	ACG2021	1	8	A	
59	Male	White	ACG2021	1	8	A	
37	Male	Black/African American	ACG2021	3	8	B	
21	Female	White	ACG2021	3	8	C	
20	Male	White	ACG2021	1	8	F	
20	Male	White	ACG2021	3	8	B	
22	Male	White	ACG2021	2	8	B	
22	Male	Black/African American	ACG2021	1	8	W	
20	Female	Hispanic/Latino	ACG2021	3	8	A	
19	Female	Hispanic/Latino	ACG2021	3	8	A	
22	Male	Black/African American	ACG2021	2	8	B	
42	Female	Black/African American	ACG2021	1	8	F	
24	Male	Hispanic/Latino	ACG2021	2	8	B	
22	Female	Asian	ACG2021	3	8	D	
28	Female	Hispanic/Latino	ACG2021	3	8	B	
28	Male	White	ACG2021	3	8	WF	
28	Male	White	ACG2021	1	8	F	
19	Female	Hispanic/Latino	ACG2021	2	8	A	
19	Male	White	ACG2021	3	8	A	
24	Male	White	ACG2021	1	8	F	
22	Male	White	ACG2021	2	8	A	
29	Female	White	ACG2021	1	8	C	
19	Female	White	ACG2021	1	8	A	
19	Female	White	ACG2021	3	8	A	
27	Female	Multi-Ethnic	ACG2021	2	8	A	
20	Female	Hispanic/Latino	ACG2021	2	8	B	
21	Male	White	ACG2021	3	8	B	
26	Male	Hispanic/Latino	ACG2021	2	8	F	
26	Male	Hispanic/Latino	ACG2021	1	8	B	
38	Male	White	ACG2021	1	8	A	
20	Male	White	ACG2021	3	8	A	
24	Female	White	ACG2021	1	8	WF	
21	Male	White	ACG2021	1	8	B	
29	Male	Hispanic/Latino	ACG2021	1	8	D	
22	Male	White	ACG2021	1	8	A	
22	Male	White	ACG2021	3	8	W	
62	Male	White	ACG2021	1	8	A	
21	Male	White	ACG2021	1	8	B	
39	Male	White	ACG2021	3	8	B	
22	Male	White	ACG2021	3	8	F	
22	Male	White	ACG2021	2	8	W	
23	Female	Hispanic/Latino	ACG2021	3	8	C	
25	Female	White	ACG2021	1	8	B	
25	Male	White	ACG2021	2	8	C	
20	Unknown	Not Specified	ACG2021	3	8	C	
20	Female	Hispanic/Latino	ACG2021	1	8	F	
20	Female	Hispanic/Latino	ACG2021	2	8	B	
20	Male	White	ACG2021	1	8	A	
23	Female	White	ACG2021	2	8	D	
19	Female	White	ACG2021	1	8	A	
22	Female	White	ACG2021	3	8	W	
22	Female	White	ACG2021	3	8	F	
22	Male	Black/African American	ACG2021	2	8	C	
22	Female	White	ACG2021	1	8	B	
20	Female	White	ACG2021	3	8	B	
21	Male	White	ACG2021	2	8	A	
50	Male	White	ACG2021	2	8	C	
51	Female	White	ACG2021	1	8	W	
21	Female	Not Specified	ACG2021	1	8	B	
21	Female	White	ACG2021	2	8	A	
21	Female	White	ACG2021	2	8	A	
34	Female	White	ACG2021	1	8	F	
25	Female	White	ACG2021	2	8	A	
22	Female	White	ACG2021	1	8	F	
32	Female	White	ACG2021	1	8	A	
21	Male	Hispanic/Latino	ACG2021	1	8	B	
22	Male	Multi-Ethnic	ACG2021	3	8	B	
20	Female	White	ACG2021	1	8	A	
23	Male	White	ACG2021	1	8	C	
21	Female	White	ACG2021	1	8	C	
37	Female	Hispanic/Latino	ACG2021	1	8	C	
21	Female	White	ACG2021	1	8	A	
22	Female	Asian	ACG2021	1	8	A	
21	Female	White	ACG2021	1	8	B	
19	Female	White	ACG2021	1	8	B	
21	Male	Hispanic/Latino	ACG2021	3	8	A	
46	Male	Hispanic/Latino	ACG2021	2	8	A	
28	Female	White	ACG2021	1	14	WF	
31	Female	White	ACG2021	1	14	A	
21	Male	White	ACG2021	1	14	B	
28	Female	Hispanic/Latino	ACG2021	1	8	F	
37	Female	White	ACG2021	1	14	A	
29	Female	White	ACG2021	1	14	F	
28	Female	White	ACG2021	1	14	F	
24	Male	White	ACG2021	1	8	B	
36	Female	Black/African American	ACG2021	1	14	C	
21	Male	White	ACG2021	1	14	C	
33	Male	Black/African American	ACG2021	1	14	F	
53	Male	White	ACG2021	1	8	B	
30	Female	Hispanic/Latino	ACG2021	1	14	W	
45	Male	White	ACG2021	1	14	B	
28	Female	White	ACG2021	1	14	A	
25	Male	White	ACG2021	1	8	B	
23	Female	White	ACG2021	1	14	F	
30	Female	White	ACG2021	1	14	A	
25	Female	White	ACG2021	1	14	B	
27	Female	White	ACG2021	1	8	W	
25	Female	White	ACG2021	1	14	A	
24	Male	Black/African American	ACG2021	1	14	A	
25	Female	White	ACG2021	1	14	W	
28	Male	White	ACG2021	1	8	B	
27	Female	Hispanic/Latino	ACG2021	1	14	A	
23	Female	White	ACG2021	1	14	W	
23	Female	White	ACG2021	1	14	B	
27	Female	Black/African American	ACG2021	1	8	C	
20	Female	White	ACG2021	1	14	C	
49	Unknown	White	ACG2021	1	14	F	
53	Female	White	ACG2021	1	14	F	
28	Male	White	ACG2021	1	8	B	
18	Female	Multi-Ethnic	ACG2021	3	14	A	
19	Female	White	ACG2021	3	14	A	
19	Male	Black/African American	ACG2021	3	14	A	
24	Female	Black/African American	ACG2021	3	8	F	
38	Female	Hispanic/Latino	ACG2021	3	14	C	
20	Male	White	ACG2021	3	14	W	
23	Male	White	ACG2021	3	14	B	
20	Male	White	ACG2021	3	8	B	
20	Male	White	ACG2021	3	14	W	
31	Male	White	ACG2021	3	14	F	
21	Female	White	ACG2021	3	14	B	
32	Female	White	ACG2021	3	8	A	
23	Female	White	ACG2021	3	14	A	
18	Female	White	ACG2021	3	14	A	
20	Male	White	ACG2021	3	14	F	
19	Female	White	ACG2021	3	8	A	
29	Female	White	ACG2021	3	14	B	
22	Female	White	ACG2021	3	14	A	
24	Female	Black/African American	ACG2021	3	14	B	
17	Female	White	ACG2021	3	8	A	
36	Male	White	ACG2021	3	14	F	
23	Male	White	ACG2021	3	14	D	
22	Male	White	ACG2021	3	14	A	
19	Female	White	ACG2021	3	8	A	
20	Male	Black/African American	ACG2021	1	14	C	
37	Female	Hispanic/Latino	ACG2021	1	14	A	
26	Female	Hispanic/Latino	ACG2021	1	14	C	
24	Female	Black/African American	ACG2021	1	8	C	
47	Male	Hispanic/Latino	ACG2021	1	14	W	
31	Female	Hispanic/Latino	ACG2021	1	14	B	
22	Female	White	ACG2021	1	14	B	
31	Female	White	ACG2021	1	8	A	
25	Female	White	ACG2021	1	14	B	
39	Female	White	ACG2021	1	14	A	
48	Female	Black/African American	ACG2021	1	14	F	
61	Male	White	ACG2021	1	8	W	
27	Female	White	ACG2021	1	14	F	
32	Male	White	ACG2021	1	14	B	
32	Female	White	ACG2021	1	14	F	
35	Male	White	ACG2021	1	8	B	
49	Female	Black/African American	ACG2021	1	14	C	
22	Female	White	ACG2021	3	14	B	
22	Female	White	ACG2021	3	14	A	
22	Male	Not Specified	ACG2021	3	8	F	
21	Unknown	Multi-Ethnic	ACG2021	3	14	B	
24	Male	White	ACG2021	3	14	A	
22	Male	White	ACG2021	3	14	A	
22	Female	Multi-Ethnic	ACG2021	3	8	A	
21	Male	White	ACG2021	3	14	A	
20	Female	White	ACG2021	3	14	A	
31	Male	Hispanic/Latino	ACG2021	1	14	A	
25	Male	White	ACG2021	1	8	C	
32	Female	Hispanic/Latino	ACG2021	1	14	A	
44	Female	Hispanic/Latino	ACG2021	1	14	A	
45	Female	White	ACG2021	1	14	B	
32	Female	White	ACG2021	1	8	A	
23	Female	Black/African American	ACG2021	1	14	D	
31	Male	White	ACG2021	1	14	A	
35	Female	White	ACG2021	1	14	A	
19	Male	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	14	B	
22	Female	Hispanic/Latino	ACG2021	1	14	A	
43	Male	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	A	
20	Male	Not Specified	ACG2021	1	14	A	
23	Male	White	ACG2021	1	14	C	
22	Female	White	ACG2021	1	14	F	
35	Male	White	ACG2021	1	8	W	
23	Male	Hispanic/Latino	ACG2021	1	14	W	
30	Female	White	ACG2021	1	14	W	
25	Male	White	ACG2021	1	14	WF	
21	Male	Hispanic/Latino	ACG2021	1	8	A	
24	Male	White	ACG2021	1	14	A	
42	Male	Black/African American	ACG2021	1	14	C	
30	Female	Hispanic/Latino	ACG2021	1	14	F	
31	Female	Black/African American	ACG2021	1	8	B	
27	Female	White	ACG2021	1	14	F	
27	Female	White	ACG2021	1	14	W	
26	Female	White	ACG2021	1	14	B	
49	Female	White	ACG2021	1	8	A	
22	Female	Black/African American	ACG2021	1	14	B	
29	Female	Hispanic/Latino	ACG2021	1	14	A	
29	Female	Hispanic/Latino	ACG2021	1	14	C	
49	Female	Black/African American	ACG2021	1	8	W	
47	Male	White	ACG2021	1	14	WF	
42	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	14	W	
23	Male	White	ACG2021	1	8	A	
25	Female	Hispanic/Latino	ACG2021	1	14	A	
47	Female	Hispanic/Latino	ACG2021	1	14	W	
41	Female	Black/African American	ACG2021	1	14	F	
33	Female	White	ACG2021	1	8	B	
34	Female	White	ACG2021	1	14	A	
27	Male	White	ACG2021	1	14	A	
35	Female	Hispanic/Latino	ACG2021	1	14	A	
43	Male	Black/African American	ACG2021	1	8	A	
25	Female	Black/African American	ACG2021	1	14	W	
28	Female	White	ACG2021	1	14	W	
33	Female	White	ACG2021	1	14	D	
21	Male	Hispanic/Latino	ACG2021	1	8	B	
26	Male	White	ACG2021	1	14	B	
47	Female	White	ACG2021	1	14	B	
26	Female	Asian	ACG2021	1	14	B	
25	Female	Hispanic/Latino	ACG2021	1	8	B	
20	Female	White	ACG2021	1	14	WF	
20	Male	White	ACG2021	1	14	B	
51	Male	White	ACG2021	1	14	A	
45	Female	White	ACG2021	1	8	C	
23	Female	White	ACG2021	1	14	WF	
31	Female	White	ACG2021	1	14	C	
22	Male	Black/African American	ACG2021	1	14	WF	
22	Male	Asian	ACG2021	1	8	D	
41	Male	White	ACG2021	1	14	F	
30	Male	White	ACG2021	1	14	A	
29	Male	Hispanic/Latino	ACG2021	1	14	W	
44	Female	White	ACG2021	1	8	W	
49	Female	White	ACG2021	1	14	D	
24	Female	White	ACG2021	1	14	C	
31	Male	White	ACG2021	2	14	B	
20	Male	White	ACG2021	2	8	C	
38	Male	White	ACG2021	2	14	C	
20	Male	Hispanic/Latino	ACG2021	2	14	B	
23	Male	White	ACG2021	2	14	B	
21	Male	White	ACG2021	2	8	A	
22	Male	White	ACG2021	2	14	B	
26	Female	White	ACG2021	2	14	B	
51	Female	White	ACG2021	2	14	B	
21	Female	Not Specified	ACG2021	2	8	A	
23	Female	Black/African American	ACG2021	2	14	D	
50	Male	White	ACG2021	2	14	WF	
21	Male	Black/African American	ACG2021	2	14	F	
22	Male	White	ACG2021	2	8	WF	
22	Female	White	ACG2021	2	14	C	
31	Male	White	ACG2021	2	14	A	
34	Female	Hispanic/Latino	ACG2021	2	14	A	
23	Female	Hispanic/Latino	ACG2021	2	8	W	
22	Male	White	ACG2021	2	14	B	
22	Female	White	ACG2021	2	14	D	
33	Female	White	ACG2021	2	14	B	
57	Female	White	ACG2021	2	8	W	
26	Female	Black/African American	ACG2021	2	14	A	
25	Female	Black/African American	ACG2021	2	14	F	
44	Female	Black/African American	ACG2021	2	14	D	
44	Male	Black/African American	ACG2021	2	8	D	
25	Male	Hispanic/Latino	ACG2021	2	14	C	
28	Male	White	ACG2021	2	14	W	
73	Male	Hispanic/Latino	ACG2021	2	14	W	
55	Female	Black/African American	ACG2021	2	8	B	
42	Male	White	ACG2021	2	14	WF	
22	Female	White	ACG2021	1	14	A	
23	Female	White	ACG2021	1	14	A	
29	Male	White	ACG2021	1	8	A	
20	Male	Hispanic/Latino	ACG2021	1	14	A	
24	Female	White	ACG2021	1	14	A	
24	Female	White	ACG2021	1	14	F	
29	Female	White	ACG2021	1	8	A	
28	Female	White	ACG2021	1	14	WF	
22	Male	White	ACG2021	1	14	B	
29	Female	White	ACG2021	1	14	WF	
27	Female	Hispanic/Latino	ACG2021	1	8	B	
23	Female	White	ACG2021	1	14	B	
31	Female	White	ACG2021	1	14	A	
33	Male	White	ACG2021	1	14	A	
29	Male	Asian	ACG2021	1	8	B	
24	Female	White	ACG2021	1	14	C	
28	Female	White	ACG2021	1	14	WF	
25	Female	White	ACG2021	1	14	C	
26	Female	White	ACG2021	1	8	B	
45	Female	White	ACG2021	1	14	A	
35	Male	White	ACG2021	1	14	A	
42	Female	Black/African American	ACG2021	1	14	B	
47	Female	Black/African American	ACG2021	1	8	WF	
36	Male	Black/African American	ACG2021	1	14	A	
28	Female	White	ACG2021	1	14	WF	
33	Male	White	ACG2021	1	14	F	
31	Female	White	ACG2021	1	8	A	
22	Male	White	ACG2021	1	14	C	
25	Female	White	ACG2021	1	14	WF	
44	Female	White	ACG2021	1	14	F	
25	Male	White	ACG2021	1	8	WF	
37	Female	White	ACG2021	1	14	W	
45	Unknown	Black/African American	ACG2021	1	14	WF	
31	Unknown	Black/African American	ACG2021	3	14	D	
22	Male	White	ACG2021	3	8	A	
19	Female	Asian	ACG2021	3	14	C	
28	Male	White	ACG2021	3	14	F	
28	Female	White	ACG2021	3	14	W	
37	Male	White	ACG2021	3	8	F	
46	Male	White	ACG2021	3	14	W	
22	Male	White	ACG2021	3	14	B	
34	Male	Black/African American	ACG2021	3	14	F	
30	Female	White	ACG2021	3	8	A	
26	Female	Hispanic/Latino	ACG2021	3	14	WF	
21	Male	White	ACG2021	3	14	B	
21	Female	Multi-Ethnic	ACG2021	3	14	B	
29	Male	Asian	ACG2021	3	8	B	
21	Female	Hispanic/Latino	ACG2021	3	14	A	
23	Female	Multi-Ethnic	ACG2021	3	14	C	
28	Male	White	ACG2021	3	14	W	
36	Female	White	ACG2021	3	8	A	
25	Female	Asian	ACG2021	3	14	A	
22	Female	White	ACG2021	3	14	A	
19	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	8	C	
23	Male	White	ACG2021	3	14	A	
22	Male	Hispanic/Latino	ACG2021	3	14	A	
24	Male	White	ACG2021	3	14	A	
23	Female	Multi-Ethnic	ACG2021	3	8	A	
19	Female	Multi-Ethnic	ACG2021	3	14	A	
19	Male	White	ACG2021	3	14	A	
27	Male	White	ACG2021	3	14	F	
26	Male	Hispanic/Latino	ACG2021	3	8	C	
21	Female	Hispanic/Latino	ACG2021	3	14	A	
23	Male	White	ACG2021	3	14	A	
23	Unknown	White	ACG2021	3	14	W	
23	Male	Hispanic/Latino	ACG2021	3	8	A	
26	Female	White	ACG2021	1	14	A	
31	Male	White	ACG2021	3	14	C	
23	Male	White	ACG2021	3	14	A	
25	Male	White	ACG2021	3	8	D	
22	Female	White	ACG2021	3	14	WF	
22	Male	Hispanic/Latino	ACG2021	3	14	B	
53	Male	White	ACG2021	3	14	B	
30	Female	Hispanic/Latino	ACG2021	3	8	A	
30	Male	White	ACG2021	3	14	A	
55	Female	White	ACG2021	3	14	A	
39	Male	Hispanic/Latino	ACG2021	3	14	A	
22	Male	Hispanic/Latino	ACG2021	3	8	B	
24	Male	White	ACG2021	3	14	B	
22	Female	White	ACG2021	3	14	B	
20	Male	White	ACG2021	3	14	B	
29	Female	Black/African American	ACG2021	3	8	WF	
23	Female	Hispanic/Latino	ACG2021	3	14	A	
28	Male	White	ACG2021	3	14	B	
51	Male	Black/African American	ACG2021	3	14	B	
22	Male	White	ACG2021	3	8	F	
22	Male	Asian	ACG2021	3	14	A	
50	Female	White	ACG2021	3	14	A	
23	Male	Hispanic/Latino	ACG2021	3	14	B	
21	Female	White	ACG2021	3	8	W	
19	Male	White	ACG2021	3	14	C	
26	Female	White	ACG2021	3	14	C	
18	Male	White	ACG2021	3	14	D	
26	Female	Hispanic/Latino	ACG2021	3	8	B	
30	Male	White	ACG2021	3	14	A	
21	Female	White	ACG2021	3	14	F	
19	Female	White	ACG2021	3	14	A	
42	Male	White	ACG2021	3	8	F	
21	Male	White	ACG2021	3	14	B	
21	Male	Black/African American	ACG2021	3	14	B	
32	Male	American Indian/Alaska Native	ACG2021	1	14	C	
22	Male	White	ACG2021	1	8	B	
25	Female	White	ACG2021	1	14	C	
23	Male	White	ACG2021	1	14	C	
25	Male	Hispanic/Latino	ACG2021	1	14	F	
21	Male	White	ACG2021	1	8	C	
32	Female	White	ACG2021	1	14	B	
28	Male	Hispanic/Latino	ACG2021	1	14	C	
48	Female	White	ACG2021	1	14	B	
21	Male	White	ACG2021	1	8	B	
23	Female	White	ACG2021	1	14	A	
37	Female	White	ACG2021	1	14	A	
25	Male	Hispanic/Latino	ACG2021	1	14	B	
58	Female	White	ACG2021	1	8	W	
23	Male	Hispanic/Latino	ACG2021	1	14	B	
23	Female	Multi-Ethnic	ACG2021	1	14	W	
31	Male	White	ACG2021	1	14	B	
29	Female	White	ACG2021	1	8	B	
27	Male	Hispanic/Latino	ACG2021	1	14	W	
22	Female	White	ACG2021	1	14	B	
36	Male	White	ACG2021	1	14	W	
35	Female	Black/African American	ACG2021	1	8	A	
43	Female	Not Specified	ACG2021	1	14	C	
36	Female	White	ACG2021	1	14	A	
38	Female	White	ACG2021	1	14	C	
32	Unknown	Not Specified	ACG2021	1	8	W	
24	Male	White	ACG2021	1	14	B	
23	Male	White	ACG2021	1	14	W	
21	Male	White	ACG2021	1	14	A	
27	Male	Black/African American	ACG2021	1	8	W	
45	Female	Black/African American	ACG2021	1	14	A	
69	Male	White	ACG2021	3	14	B	
19	Female	Hispanic/Latino	ACG2021	1	14	A	
20	Female	White	ACG2021	1	8	B	
20	Female	Hispanic/Latino	ACG2021	1	14	B	
19	Male	White	ACG2021	1	14	A	
21	Male	Black/African American	ACG2021	1	14	B	
20	Female	Hispanic/Latino	ACG2021	1	8	A	
20	Male	White	ACG2021	1	14	A	
22	Female	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	14	A	
20	Male	White	ACG2021	1	8	A	
20	Female	White	ACG2021	1	14	A	
20	Female	Not Specified	ACG2021	1	14	B	
33	Female	White	ACG2021	1	14	A	
37	Male	White	ACG2021	1	8	C	
20	Female	White	ACG2021	1	14	B	
20	Female	White	ACG2021	1	14	A	
22	Male	White	ACG2021	1	14	A	
19	Male	White	ACG2021	1	8	A	
21	Male	White	ACG2021	1	14	A	
19	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
21	Female	White	ACG2021	1	8	A	
21	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	A	
20	Male	Asian	ACG2021	1	14	A	
19	Male	Multi-Ethnic	ACG2021	1	8	A	
20	Male	Asian	ACG2021	1	14	A	
44	Female	White	ACG2021	1	14	B	
23	Female	White	ACG2021	1	14	A	
29	Female	Black/African American	ACG2021	1	8	C	
35	Male	White	ACG2021	1	14	W	
48	Female	White	ACG2021	1	14	A	
20	Female	White	ACG2021	1	14	B	
23	Female	Black/African American	ACG2021	3	8	C	
24	Female	White	ACG2021	3	14	A	
34	Female	Black/African American	ACG2021	3	14	B	
19	Male	Hispanic/Latino	ACG2021	3	14	B	
25	Female	White	ACG2021	3	8	A	
20	Female	White	ACG2021	3	14	B	
49	Female	White	ACG2021	3	14	B	
34	Male	White	ACG2021	3	14	A	
24	Male	Black/African American	ACG2021	3	8	B	
30	Female	White	ACG2021	3	14	A	
19	Female	White	ACG2021	3	14	A	
46	Female	Hispanic/Latino	ACG2021	3	14	B	
54	Male	Black/African American	ACG2021	3	8	A	
64	Female	White	ACG2021	3	14	B	
19	Female	White	ACG2021	3	14	A	
21	Male	White	ACG2021	3	14	C	
